index,age,businesstravel,department,distancefromhome,education,educationfield,employeeid,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,trainingtimeslastyear,yearssincelastpromotion,yearswithcurrmanager,infodate,index:1,employeeid:1,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,index:2,employeeid:2,jobinvolvement,surveydate,employeeid:3,v_objetivo
652,23,Travel_Rarely,Sales,2,3,Medical,653,3,Laboratory Technician,Married,18780,1.0,13,1,2,0,1,2015-12-31 00:00:00,652,653,4.0,3.0,3.0,2015-12-31 00:00:00,652,653,3,2015-12-31 00:00:00,,0
653,25,Travel_Frequently,Research & Development,1,1,Life Sciences,654,1,Manufacturing Director,Single,109320,1.0,11,1,3,1,0,2015-12-31 00:00:00,653,654,3.0,4.0,3.0,2015-12-31 00:00:00,653,654,3,2015-12-31 00:00:00,654.0,1
654,26,Travel_Rarely,Human Resources,9,3,Life Sciences,655,2,Research Scientist,Single,68110,1.0,11,1,4,2,2,2015-12-31 00:00:00,654,655,3.0,4.0,2.0,2015-12-31 00:00:00,654,655,3,2015-12-31 00:00:00,,0
655,45,Travel_Rarely,Human Resources,12,3,Human Resources,656,2,Laboratory Technician,Single,43060,2.0,11,2,3,1,11,2015-12-31 00:00:00,655,656,1.0,2.0,3.0,2015-12-31 00:00:00,655,656,3,2015-12-31 00:00:00,656.0,1
656,55,Non-Travel,Research & Development,27,3,Life Sciences,657,2,Manager,Divorced,48590,1.0,24,1,3,15,0,2015-12-31 00:00:00,656,657,4.0,2.0,3.0,2015-12-31 00:00:00,656,657,4,2015-12-31 00:00:00,,0
657,21,Travel_Frequently,Research & Development,20,2,Medical,658,4,Research Scientist,Single,53370,1.0,14,1,2,2,2,2015-12-31 00:00:00,657,658,1.0,3.0,1.0,2015-12-31 00:00:00,657,658,3,2015-12-31 00:00:00,658.0,1
658,46,Travel_Rarely,Research & Development,1,4,Life Sciences,659,1,Manufacturing Director,Married,23400,2.0,13,1,2,0,8,2015-12-31 00:00:00,658,659,4.0,2.0,3.0,2015-12-31 00:00:00,658,659,1,2015-12-31 00:00:00,,0
659,34,Travel_Rarely,Sales,13,4,Medical,660,3,Sales Representative,Single,74910,0.0,14,1,3,0,2,2015-12-31 00:00:00,659,660,3.0,1.0,3.0,2015-12-31 00:00:00,659,660,2,2015-12-31 00:00:00,,0
660,51,Travel_Frequently,Research & Development,14,3,Life Sciences,661,2,Research Director,Divorced,105270,4.0,14,0,3,11,10,2015-12-31 00:00:00,660,661,4.0,2.0,2.0,2015-12-31 00:00:00,660,661,3,2015-12-31 00:00:00,,0
661,59,Travel_Rarely,Research & Development,4,2,Life Sciences,662,2,Research Scientist,Single,165950,6.0,21,1,2,5,4,2015-12-31 00:00:00,661,662,4.0,4.0,2.0,2015-12-31 00:00:00,661,662,3,2015-12-31 00:00:00,,0
662,34,Travel_Frequently,Sales,14,4,Medical,663,3,Research Scientist,Divorced,88340,4.0,13,1,1,5,10,2015-12-31 00:00:00,662,663,3.0,2.0,4.0,2015-12-31 00:00:00,662,663,3,2015-12-31 00:00:00,,0
663,28,Travel_Frequently,Research & Development,2,3,Other,664,1,Manager,Single,55770,0.0,19,0,3,0,2,2015-12-31 00:00:00,663,664,4.0,3.0,2.0,2015-12-31 00:00:00,663,664,3,2015-12-31 00:00:00,,0
664,44,Travel_Rarely,Research & Development,3,4,Life Sciences,665,2,Research Scientist,Divorced,47070,1.0,17,0,4,14,13,2015-12-31 00:00:00,664,665,3.0,1.0,2.0,2015-12-31 00:00:00,664,665,1,2015-12-31 00:00:00,,0
665,34,Travel_Frequently,Sales,1,3,Life Sciences,666,2,Sales Executive,Married,24000,4.0,18,1,3,1,8,2015-12-31 00:00:00,665,666,3.0,2.0,4.0,2015-12-31 00:00:00,665,666,3,2015-12-31 00:00:00,,0
666,35,Travel_Rarely,Research & Development,9,3,Life Sciences,667,4,Healthcare Representative,Married,98240,0.0,19,0,2,2,2,2015-12-31 00:00:00,666,667,3.0,3.0,3.0,2015-12-31 00:00:00,666,667,3,2015-12-31 00:00:00,,0
667,42,Travel_Rarely,Research & Development,23,4,Life Sciences,668,1,Manager,Married,64470,6.0,13,0,3,0,0,2015-12-31 00:00:00,667,668,2.0,2.0,3.0,2015-12-31 00:00:00,667,668,3,2015-12-31 00:00:00,,0
668,43,Travel_Rarely,Research & Development,7,2,Medical,669,1,Laboratory Technician,Single,195020,3.0,18,2,3,15,17,2015-12-31 00:00:00,668,669,4.0,4.0,4.0,2015-12-31 00:00:00,668,669,4,2015-12-31 00:00:00,,0
669,36,Travel_Rarely,Research & Development,2,4,Medical,670,1,Healthcare Representative,Single,27250,9.0,21,1,4,5,12,2015-12-31 00:00:00,669,670,3.0,2.0,3.0,2015-12-31 00:00:00,669,670,2,2015-12-31 00:00:00,,0
670,44,Travel_Rarely,Research & Development,21,4,Life Sciences,671,2,Laboratory Technician,Married,62720,1.0,19,1,3,0,5,2015-12-31 00:00:00,670,671,1.0,4.0,3.0,2015-12-31 00:00:00,670,671,3,2015-12-31 00:00:00,671.0,1
671,28,Travel_Frequently,Research & Development,2,3,Life Sciences,672,2,Sales Representative,Married,21270,1.0,14,0,3,2,2,2015-12-31 00:00:00,671,672,4.0,4.0,3.0,2015-12-31 00:00:00,671,672,3,2015-12-31 00:00:00,,0
672,51,Travel_Frequently,Sales,21,4,Medical,673,2,Research Scientist,Single,182000,0.0,17,0,3,7,7,2015-12-31 00:00:00,672,673,2.0,3.0,2.0,2015-12-31 00:00:00,672,673,3,2015-12-31 00:00:00,,0
673,30,Non-Travel,Research & Development,2,4,Other,674,1,Research Scientist,Single,20960,7.0,11,3,2,1,7,2015-12-31 00:00:00,673,674,3.0,3.0,3.0,2015-12-31 00:00:00,673,674,3,2015-12-31 00:00:00,,0
674,29,Travel_Rarely,Research & Development,29,4,Technical Degree,675,1,Sales Representative,Divorced,28860,3.0,13,0,4,7,7,2015-12-31 00:00:00,674,675,2.0,3.0,3.0,2015-12-31 00:00:00,674,675,3,2015-12-31 00:00:00,675.0,1
675,28,Travel_Rarely,Sales,1,4,Life Sciences,676,2,Sales Representative,Single,20330,2.0,15,1,5,1,2,2015-12-31 00:00:00,675,676,4.0,1.0,2.0,2015-12-31 00:00:00,675,676,3,2015-12-31 00:00:00,,0
676,25,Travel_Rarely,Research & Development,18,2,Life Sciences,677,1,Research Scientist,Single,36220,1.0,25,0,0,2,1,2015-12-31 00:00:00,676,677,4.0,2.0,2.0,2015-12-31 00:00:00,676,677,3,2015-12-31 00:00:00,,0
677,32,Travel_Rarely,Research & Development,10,4,Other,678,1,Sales Executive,Married,42330,1.0,11,0,5,0,8,2015-12-31 00:00:00,677,678,3.0,4.0,4.0,2015-12-31 00:00:00,677,678,3,2015-12-31 00:00:00,,0
678,45,Travel_Frequently,Research & Development,19,3,Medical,679,3,Laboratory Technician,Single,36810,3.0,17,1,2,0,0,2015-12-31 00:00:00,678,679,3.0,2.0,3.0,2015-12-31 00:00:00,678,679,3,2015-12-31 00:00:00,,0
679,39,Travel_Rarely,Sales,29,1,Marketing,680,1,Laboratory Technician,Divorced,54600,6.0,13,2,3,15,2,2015-12-31 00:00:00,679,680,3.0,2.0,3.0,2015-12-31 00:00:00,679,680,3,2015-12-31 00:00:00,,0
680,58,Travel_Rarely,Research & Development,27,3,Other,681,2,Laboratory Technician,Divorced,21870,1.0,18,1,1,2,2,2015-12-31 00:00:00,680,681,1.0,3.0,3.0,2015-12-31 00:00:00,680,681,1,2015-12-31 00:00:00,,0
681,32,Travel_Rarely,Research & Development,5,3,Technical Degree,682,1,Sales Executive,Married,96020,1.0,13,1,3,1,1,2015-12-31 00:00:00,681,682,4.0,3.0,3.0,2015-12-31 00:00:00,681,682,3,2015-12-31 00:00:00,682.0,1
682,39,Travel_Rarely,Research & Development,18,2,Life Sciences,683,2,Laboratory Technician,Single,28360,0.0,20,0,3,0,3,2015-12-31 00:00:00,682,683,3.0,1.0,3.0,2015-12-31 00:00:00,682,683,2,2015-12-31 00:00:00,,0
683,30,Travel_Rarely,Sales,9,1,Marketing,684,4,Research Director,Married,40890,0.0,18,0,2,6,7,2015-12-31 00:00:00,683,684,1.0,4.0,3.0,2015-12-31 00:00:00,683,684,4,2015-12-31 00:00:00,,0
684,36,Travel_Rarely,Sales,1,3,Marketing,685,2,Sales Executive,Married,166270,3.0,12,0,5,1,7,2015-12-31 00:00:00,684,685,4.0,3.0,3.0,2015-12-31 00:00:00,684,685,2,2015-12-31 00:00:00,,0
685,46,Travel_Rarely,Sales,4,3,Medical,686,1,Research Scientist,Single,26190,6.0,12,1,3,5,7,2015-12-31 00:00:00,685,686,4.0,1.0,4.0,2015-12-31 00:00:00,685,686,2,2015-12-31 00:00:00,,0
686,28,Non-Travel,Research & Development,1,3,Medical,687,5,Sales Executive,Married,56790,0.0,13,0,2,7,5,2015-12-31 00:00:00,686,687,3.0,4.0,3.0,2015-12-31 00:00:00,686,687,2,2015-12-31 00:00:00,,0
687,50,Travel_Rarely,Research & Development,20,2,Medical,688,5,Laboratory Technician,Married,154020,4.0,21,0,3,1,2,2015-12-31 00:00:00,687,688,4.0,1.0,3.0,2015-12-31 00:00:00,687,688,2,2015-12-31 00:00:00,,0
688,40,Travel_Rarely,Sales,8,1,Other,689,1,Laboratory Technician,Single,59850,2.0,13,3,1,1,0,2015-12-31 00:00:00,688,689,4.0,2.0,3.0,2015-12-31 00:00:00,688,689,2,2015-12-31 00:00:00,689.0,1
689,52,Travel_Rarely,Research & Development,3,2,Technical Degree,690,3,Laboratory Technician,Single,25790,9.0,19,1,1,7,7,2015-12-31 00:00:00,689,690,2.0,2.0,2.0,2015-12-31 00:00:00,689,690,3,2015-12-31 00:00:00,690.0,1
690,30,Travel_Rarely,Research & Development,6,4,Medical,691,1,Sales Executive,Married,30410,1.0,11,1,2,0,8,2015-12-31 00:00:00,690,691,2.0,1.0,3.0,2015-12-31 00:00:00,690,691,2,2015-12-31 00:00:00,,0
691,39,Travel_Rarely,Research & Development,26,1,Medical,692,2,Healthcare Representative,Single,34470,0.0,14,0,5,1,7,2015-12-31 00:00:00,691,692,1.0,3.0,3.0,2015-12-31 00:00:00,691,692,3,2015-12-31 00:00:00,,0
692,31,Non-Travel,Research & Development,1,2,Medical,693,1,Sales Executive,Divorced,195130,1.0,12,1,1,9,6,2015-12-31 00:00:00,692,693,4.0,3.0,2.0,2015-12-31 00:00:00,692,693,2,2015-12-31 00:00:00,,0
693,41,Non-Travel,Sales,6,3,Life Sciences,694,1,Research Director,Single,27730,1.0,11,0,3,11,9,2015-12-31 00:00:00,693,694,3.0,2.0,3.0,2015-12-31 00:00:00,693,694,3,2015-12-31 00:00:00,,0
694,31,Travel_Frequently,Research & Development,3,1,Life Sciences,695,1,Sales Executive,Single,71040,1.0,14,1,3,2,2,2015-12-31 00:00:00,694,695,4.0,2.0,4.0,2015-12-31 00:00:00,694,695,3,2015-12-31 00:00:00,695.0,1
695,44,Travel_Rarely,Sales,5,3,Life Sciences,696,1,Laboratory Technician,Married,63220,4.0,11,1,2,1,2,2015-12-31 00:00:00,695,696,1.0,1.0,4.0,2015-12-31 00:00:00,695,696,3,2015-12-31 00:00:00,,0
696,42,Non-Travel,Research & Development,4,3,Life Sciences,697,2,Laboratory Technician,Married,20830,0.0,12,2,3,2,10,2015-12-31 00:00:00,696,697,3.0,3.0,2.0,2015-12-31 00:00:00,696,697,2,2015-12-31 00:00:00,,0
697,55,Travel_Rarely,Sales,11,3,Technical Degree,698,2,Manufacturing Director,Married,83810,4.0,15,1,3,9,11,2015-12-31 00:00:00,697,698,4.0,3.0,3.0,2015-12-31 00:00:00,697,698,3,2015-12-31 00:00:00,,0
698,56,Travel_Rarely,Sales,3,2,Medical,699,3,Manufacturing Director,Single,26910,6.0,16,1,6,7,7,2015-12-31 00:00:00,698,699,4.0,2.0,3.0,2015-12-31 00:00:00,698,699,3,2015-12-31 00:00:00,,0
699,40,Non-Travel,Research & Development,1,1,Life Sciences,700,1,Laboratory Technician,Divorced,42860,9.0,15,0,6,0,0,2015-12-31 00:00:00,699,700,3.0,3.0,3.0,2015-12-31 00:00:00,699,700,3,2015-12-31 00:00:00,,0
700,34,Travel_Rarely,Research & Development,3,2,Technical Degree,701,2,Research Director,Divorced,26590,0.0,24,3,2,1,6,2015-12-31 00:00:00,700,701,4.0,4.0,2.0,2015-12-31 00:00:00,700,701,3,2015-12-31 00:00:00,,0
701,40,Travel_Rarely,Sales,4,3,Medical,702,2,Sales Executive,Single,94340,1.0,13,1,3,8,8,2015-12-31 00:00:00,701,702,3.0,4.0,3.0,2015-12-31 00:00:00,701,702,2,2015-12-31 00:00:00,,0
702,41,Travel_Frequently,Sales,1,4,Other,703,2,Healthcare Representative,Divorced,55610,0.0,11,0,2,1,7,2015-12-31 00:00:00,702,703,3.0,1.0,3.0,2015-12-31 00:00:00,702,703,2,2015-12-31 00:00:00,,0
703,35,Travel_Frequently,Sales,1,2,Technical Degree,704,2,Manager,Single,66460,1.0,13,1,2,1,1,2015-12-31 00:00:00,703,704,3.0,3.0,3.0,2015-12-31 00:00:00,703,704,2,2015-12-31 00:00:00,,0
704,51,Travel_Rarely,Sales,18,2,Life Sciences,705,4,Manufacturing Director,Divorced,77250,1.0,13,1,2,0,10,2015-12-31 00:00:00,704,705,3.0,2.0,3.0,2015-12-31 00:00:00,704,705,3,2015-12-31 00:00:00,,0
705,38,Travel_Rarely,Sales,2,4,Life Sciences,706,1,Research Scientist,Divorced,107250,3.0,18,0,5,1,7,2015-12-31 00:00:00,705,706,2.0,1.0,3.0,2015-12-31 00:00:00,705,706,2,2015-12-31 00:00:00,,0
706,34,Travel_Rarely,Sales,4,3,Life Sciences,707,2,Research Scientist,Single,88470,1.0,16,0,3,9,6,2015-12-31 00:00:00,706,707,3.0,1.0,4.0,2015-12-31 00:00:00,706,707,4,2015-12-31 00:00:00,,0
707,25,Travel_Rarely,Research & Development,6,2,Medical,708,4,Research Scientist,Married,20450,3.0,19,0,3,1,2,2015-12-31 00:00:00,707,708,4.0,4.0,2.0,2015-12-31 00:00:00,707,708,3,2015-12-31 00:00:00,,0
708,58,Travel_Rarely,Sales,1,4,Technical Degree,709,2,Sales Executive,Married,10090,7.0,13,2,3,5,9,2015-12-31 00:00:00,708,709,3.0,1.0,2.0,2015-12-31 00:00:00,708,709,4,2015-12-31 00:00:00,709.0,1
709,40,Travel_Rarely,Research & Development,14,4,Medical,710,1,Research Scientist,Married,33480,3.0,22,0,2,0,3,2015-12-31 00:00:00,709,710,2.0,2.0,3.0,2015-12-31 00:00:00,709,710,1,2015-12-31 00:00:00,,0
710,36,Travel_Frequently,Sales,16,2,Life Sciences,711,1,Research Scientist,Married,12810,2.0,11,0,2,6,13,2015-12-31 00:00:00,710,711,1.0,1.0,2.0,2015-12-31 00:00:00,710,711,3,2015-12-31 00:00:00,,0
711,48,Travel_Rarely,Research & Development,2,1,Life Sciences,712,2,Research Scientist,Single,28190,1.0,20,0,2,0,8,2015-12-31 00:00:00,711,712,4.0,4.0,3.0,2015-12-31 00:00:00,711,712,2,2015-12-31 00:00:00,,0
712,27,Travel_Rarely,Research & Development,2,3,Life Sciences,713,2,Laboratory Technician,Married,48510,8.0,18,0,2,0,0,2015-12-31 00:00:00,712,713,3.0,4.0,3.0,2015-12-31 00:00:00,712,713,3,2015-12-31 00:00:00,,0
713,51,Travel_Rarely,Research & Development,4,1,Medical,714,3,Manufacturing Director,Single,40280,3.0,14,0,3,0,3,2015-12-31 00:00:00,713,714,4.0,2.0,2.0,2015-12-31 00:00:00,713,714,3,2015-12-31 00:00:00,,0
714,18,Non-Travel,Research & Development,1,4,Medical,715,2,Sales Executive,Single,27200,1.0,22,1,2,0,0,2015-12-31 00:00:00,714,715,4.0,4.0,4.0,2015-12-31 00:00:00,714,715,3,2015-12-31 00:00:00,,0
715,35,Travel_Rarely,Research & Development,1,4,Other,716,2,Research Director,Married,81200,0.0,13,0,2,0,0,2015-12-31 00:00:00,715,716,4.0,4.0,3.0,2015-12-31 00:00:00,715,716,2,2015-12-31 00:00:00,,0
716,27,Travel_Frequently,Research & Development,26,4,Medical,717,1,Research Director,Single,46470,3.0,17,0,3,0,0,2015-12-31 00:00:00,716,717,4.0,4.0,3.0,2015-12-31 00:00:00,716,717,4,2015-12-31 00:00:00,,0
717,55,Travel_Rarely,Research & Development,19,3,Technical Degree,718,1,Human Resources,Single,46800,6.0,14,3,0,3,8,2015-12-31 00:00:00,717,718,1.0,3.0,2.0,2015-12-31 00:00:00,717,718,4,2015-12-31 00:00:00,718.0,1
718,56,Travel_Rarely,Research & Development,24,4,Life Sciences,719,2,Laboratory Technician,Married,32210,4.0,15,2,2,15,9,2015-12-31 00:00:00,718,719,4.0,2.0,3.0,2015-12-31 00:00:00,718,719,3,2015-12-31 00:00:00,,0
719,34,Non-Travel,Sales,1,2,Life Sciences,720,2,Research Scientist,Divorced,86210,1.0,17,1,1,0,0,2015-12-31 00:00:00,719,720,1.0,3.0,3.0,2015-12-31 00:00:00,719,720,3,2015-12-31 00:00:00,,0
720,40,Travel_Rarely,Research & Development,3,3,Life Sciences,721,2,Sales Executive,Divorced,45770,5.0,11,1,3,11,8,2015-12-31 00:00:00,720,721,2.0,3.0,3.0,2015-12-31 00:00:00,720,721,2,2015-12-31 00:00:00,,0
721,34,Travel_Rarely,Research & Development,5,3,Life Sciences,722,1,Research Scientist,Married,45530,4.0,18,1,2,7,7,2015-12-31 00:00:00,721,722,2.0,3.0,3.0,2015-12-31 00:00:00,721,722,4,2015-12-31 00:00:00,,0
722,31,Travel_Frequently,Research & Development,2,2,Medical,723,2,Manufacturing Director,Single,53960,7.0,17,1,2,0,0,2015-12-31 00:00:00,722,723,3.0,4.0,4.0,2015-12-31 00:00:00,722,723,1,2015-12-31 00:00:00,723.0,1
723,35,Travel_Frequently,Research & Development,1,2,Medical,724,1,Manufacturing Director,Married,67960,0.0,13,0,2,3,2,2015-12-31 00:00:00,723,724,4.0,3.0,2.0,2015-12-31 00:00:00,723,724,3,2015-12-31 00:00:00,724.0,1
724,38,Travel_Frequently,Research & Development,7,3,Medical,725,2,Sales Representative,Divorced,76250,1.0,15,0,2,0,3,2015-12-31 00:00:00,724,725,4.0,3.0,3.0,2015-12-31 00:00:00,724,725,2,2015-12-31 00:00:00,,0
725,34,Travel_Rarely,Research & Development,10,4,Other,726,2,Laboratory Technician,Single,74120,1.0,24,0,4,4,11,2015-12-31 00:00:00,725,726,3.0,4.0,4.0,2015-12-31 00:00:00,725,726,3,2015-12-31 00:00:00,,0
726,28,Travel_Rarely,Research & Development,2,3,Life Sciences,727,2,Healthcare Representative,Married,111590,1.0,12,0,2,0,4,2015-12-31 00:00:00,726,727,3.0,1.0,3.0,2015-12-31 00:00:00,726,727,3,2015-12-31 00:00:00,,0
727,31,Travel_Rarely,Research & Development,15,2,Life Sciences,728,2,Sales Executive,Married,49600,1.0,15,0,3,6,7,2015-12-31 00:00:00,727,728,4.0,3.0,2.0,2015-12-31 00:00:00,727,728,2,2015-12-31 00:00:00,728.0,1
728,39,Travel_Rarely,Research & Development,17,4,Technical Degree,729,2,Healthcare Representative,Married,104750,3.0,11,1,3,1,4,2015-12-31 00:00:00,728,729,1.0,4.0,4.0,2015-12-31 00:00:00,728,729,3,2015-12-31 00:00:00,,0
729,51,Travel_Frequently,Research & Development,20,3,Medical,730,2,Sales Executive,Married,148140,2.0,11,1,2,3,2,2015-12-31 00:00:00,729,730,2.0,2.0,3.0,2015-12-31 00:00:00,729,730,2,2015-12-31 00:00:00,,0
730,41,Travel_Frequently,Research & Development,1,3,Life Sciences,731,4,Sales Executive,Divorced,191410,3.0,12,1,2,3,3,2015-12-31 00:00:00,730,731,4.0,4.0,2.0,2015-12-31 00:00:00,730,731,3,2015-12-31 00:00:00,,0
731,37,Travel_Rarely,Research & Development,2,2,Medical,732,1,Healthcare Representative,Married,54050,7.0,15,0,3,1,3,2015-12-31 00:00:00,731,732,3.0,3.0,3.0,2015-12-31 00:00:00,731,732,4,2015-12-31 00:00:00,,0
732,33,Travel_Frequently,Research & Development,2,3,Medical,733,1,Sales Executive,Married,87930,6.0,17,0,2,1,2,2015-12-31 00:00:00,732,733,2.0,4.0,4.0,2015-12-31 00:00:00,732,733,3,2015-12-31 00:00:00,,0
733,32,Travel_Rarely,Research & Development,1,4,Medical,734,5,Research Director,Married,191890,0.0,12,1,3,1,2,2015-12-31 00:00:00,733,734,3.0,2.0,2.0,2015-12-31 00:00:00,733,734,3,2015-12-31 00:00:00,,0
734,39,Non-Travel,Research & Development,29,2,Life Sciences,735,2,Sales Executive,Married,38750,3.0,15,0,3,0,5,2015-12-31 00:00:00,734,735,3.0,3.0,3.0,2015-12-31 00:00:00,734,735,3,2015-12-31 00:00:00,,0
735,25,Travel_Rarely,Research & Development,7,4,Life Sciences,736,1,Sales Executive,Married,22160,2.0,13,3,2,1,2,2015-12-31 00:00:00,735,736,1.0,3.0,3.0,2015-12-31 00:00:00,735,736,2,2015-12-31 00:00:00,,0
736,52,Travel_Frequently,Research & Development,2,1,Life Sciences,737,2,Sales Executive,Married,117130,2.0,14,0,2,0,2,2015-12-31 00:00:00,736,737,4.0,3.0,2.0,2015-12-31 00:00:00,736,737,3,2015-12-31 00:00:00,,0
737,43,Travel_Rarely,Research & Development,2,2,Medical,738,1,Laboratory Technician,Single,78610,1.0,14,2,1,1,8,2015-12-31 00:00:00,737,738,1.0,3.0,1.0,2015-12-31 00:00:00,737,738,3,2015-12-31 00:00:00,,0
738,27,Travel_Rarely,Research & Development,2,4,Life Sciences,739,1,Human Resources,Married,37080,1.0,16,2,2,4,4,2015-12-31 00:00:00,738,739,4.0,4.0,3.0,2015-12-31 00:00:00,738,739,3,2015-12-31 00:00:00,,0
739,27,Travel_Rarely,Research & Development,2,5,Life Sciences,740,1,Research Scientist,Single,137700,1.0,18,1,3,7,7,2015-12-31 00:00:00,739,740,4.0,3.0,3.0,2015-12-31 00:00:00,739,740,4,2015-12-31 00:00:00,740.0,1
740,26,Travel_Rarely,Research & Development,2,2,Other,741,3,Laboratory Technician,Single,53040,0.0,20,1,2,1,1,2015-12-31 00:00:00,740,741,1.0,4.0,3.0,2015-12-31 00:00:00,740,741,3,2015-12-31 00:00:00,,0
741,42,Travel_Rarely,Sales,23,3,Marketing,742,3,Research Scientist,Married,26420,0.0,13,1,3,0,9,2015-12-31 00:00:00,741,742,3.0,1.0,3.0,2015-12-31 00:00:00,741,742,3,2015-12-31 00:00:00,,0
742,52,Travel_Rarely,Research & Development,5,2,Life Sciences,743,1,Healthcare Representative,Married,27590,9.0,18,1,6,0,4,2015-12-31 00:00:00,742,743,3.0,1.0,1.0,2015-12-31 00:00:00,742,743,3,2015-12-31 00:00:00,,0
743,37,Travel_Rarely,Research & Development,20,5,Life Sciences,744,2,Manager,Single,68040,4.0,13,1,1,0,2,2015-12-31 00:00:00,743,744,1.0,3.0,3.0,2015-12-31 00:00:00,743,744,3,2015-12-31 00:00:00,,0
744,35,Travel_Frequently,Research & Development,6,4,Medical,745,2,Research Director,Single,61420,2.0,15,1,2,2,2,2015-12-31 00:00:00,744,745,3.0,4.0,3.0,2015-12-31 00:00:00,744,745,3,2015-12-31 00:00:00,,0
745,25,Travel_Rarely,Research & Development,1,4,Medical,746,2,Sales Executive,Married,25000,4.0,14,2,2,0,2,2015-12-31 00:00:00,745,746,1.0,4.0,2.0,2015-12-31 00:00:00,745,746,1,2015-12-31 00:00:00,,0
746,26,Travel_Rarely,Research & Development,29,4,Life Sciences,747,1,Research Scientist,Single,63890,0.0,22,0,2,0,7,2015-12-31 00:00:00,746,747,3.0,1.0,3.0,2015-12-31 00:00:00,746,747,2,2015-12-31 00:00:00,,0
747,29,Travel_Rarely,Sales,9,3,Life Sciences,748,1,Laboratory Technician,Single,111030,1.0,12,0,5,0,9,2015-12-31 00:00:00,747,748,2.0,1.0,2.0,2015-12-31 00:00:00,747,748,2,2015-12-31 00:00:00,,0
748,49,Travel_Frequently,Sales,6,5,Medical,749,2,Healthcare Representative,Single,23420,3.0,18,0,2,1,3,2015-12-31 00:00:00,748,749,1.0,1.0,3.0,2015-12-31 00:00:00,748,749,3,2015-12-31 00:00:00,749.0,1
749,29,Travel_Frequently,Sales,3,2,Marketing,750,2,Laboratory Technician,Single,68110,0.0,15,1,2,7,7,2015-12-31 00:00:00,749,750,3.0,4.0,3.0,2015-12-31 00:00:00,749,750,3,2015-12-31 00:00:00,750.0,1
750,54,Travel_Rarely,Sales,1,3,Medical,751,2,Manager,Single,22970,6.0,18,2,2,12,7,2015-12-31 00:00:00,750,751,4.0,4.0,2.0,2015-12-31 00:00:00,750,751,2,2015-12-31 00:00:00,,0
751,58,Travel_Rarely,Sales,22,3,Life Sciences,752,2,Laboratory Technician,Married,24500,3.0,12,1,2,1,5,2015-12-31 00:00:00,751,752,4.0,1.0,3.0,2015-12-31 00:00:00,751,752,3,2015-12-31 00:00:00,,0
752,55,Travel_Rarely,Research & Development,7,3,Life Sciences,753,3,Research Scientist,Divorced,50930,2.0,16,1,3,0,0,2015-12-31 00:00:00,752,753,2.0,4.0,4.0,2015-12-31 00:00:00,752,753,3,2015-12-31 00:00:00,,0
753,36,Travel_Rarely,Research & Development,1,3,Medical,754,2,Sales Executive,Single,53090,3.0,13,0,5,0,1,2015-12-31 00:00:00,753,754,1.0,2.0,3.0,2015-12-31 00:00:00,753,754,3,2015-12-31 00:00:00,,0
754,31,Travel_Frequently,Sales,4,3,Life Sciences,755,2,Manager,Single,30570,1.0,19,0,3,0,0,2015-12-31 00:00:00,754,755,2.0,3.0,3.0,2015-12-31 00:00:00,754,755,3,2015-12-31 00:00:00,755.0,1
755,30,Travel_Rarely,Sales,3,3,Life Sciences,756,3,Sales Executive,Divorced,51210,7.0,13,0,4,0,2,2015-12-31 00:00:00,755,756,4.0,1.0,3.0,2015-12-31 00:00:00,755,756,3,2015-12-31 00:00:00,,0
756,31,Travel_Rarely,Research & Development,1,3,Medical,757,1,Laboratory Technician,Single,168560,3.0,12,1,3,1,0,2015-12-31 00:00:00,756,757,1.0,2.0,4.0,2015-12-31 00:00:00,756,757,3,2015-12-31 00:00:00,,0
757,34,Travel_Frequently,Sales,2,1,Marketing,758,5,Manager,Divorced,26860,5.0,11,0,3,1,3,2015-12-31 00:00:00,757,758,4.0,1.0,3.0,2015-12-31 00:00:00,757,758,4,2015-12-31 00:00:00,,0
758,31,Travel_Rarely,Sales,20,3,Technical Degree,759,1,Research Scientist,Single,61800,1.0,14,1,2,0,0,2015-12-31 00:00:00,758,759,1.0,2.0,4.0,2015-12-31 00:00:00,758,759,1,2015-12-31 00:00:00,759.0,1
759,27,Travel_Rarely,Human Resources,11,4,Medical,760,4,Sales Executive,Married,66320,0.0,16,0,3,1,4,2015-12-31 00:00:00,759,760,2.0,1.0,4.0,2015-12-31 00:00:00,759,760,3,2015-12-31 00:00:00,,0
760,36,Travel_Rarely,Sales,1,3,Marketing,761,2,Research Scientist,Single,35050,1.0,12,2,2,1,8,2015-12-31 00:00:00,760,761,1.0,4.0,2.0,2015-12-31 00:00:00,760,761,2,2015-12-31 00:00:00,,0
761,36,Travel_Rarely,Research & Development,24,3,Other,762,3,Research Director,Married,63970,4.0,14,1,3,0,2,2015-12-31 00:00:00,761,762,3.0,1.0,2.0,2015-12-31 00:00:00,761,762,3,2015-12-31 00:00:00,,0
762,47,Travel_Rarely,Research & Development,23,4,Life Sciences,763,2,Sales Executive,Married,62740,7.0,14,2,0,1,2,2015-12-31 00:00:00,762,763,1.0,4.0,2.0,2015-12-31 00:00:00,762,763,3,2015-12-31 00:00:00,,0
